product_name,product_category,review_size,type,content,review,stars
Frigidaire A-1500,AIR_CONDITIONER,Long,Negative,['Functionality'],"First, the unit never reaches the set temperature, cycling on and off with no real cooling effect.
Second, the remote control is unresponsive, and the display flickers constantly.
Third, the fan speed is barely adjustable, and the noise level is louder than a refrigerator.
Fourth, after a week of use, the filter clogged quickly and the unit emitted a strange odor.
Fifth, the manufacturer’s support was slow to respond and offered only a vague troubleshooting guide.",1
GE A-5000,AIR_CONDITIONER,Medium,Positive,['Price'],"I was pleasantly surprised by how affordable this unit is, especially considering its performance. The price point made it a no-brainer compared to other models I've seen.",5
Toshiba M-1000,MICROWAVE,Long,Positive,['Product appearance' 'Functionality'],"The sleek, minimalist design of this microwave immediately caught my eye; its brushed stainless steel finish looks like it belongs in a modern kitchen rather than a generic appliance.
Inside, the interior is spacious enough to fit a large pizza, and the turntable rotates smoothly without any wobble.
The digital display is crisp and easy to read, and the touch‑pad controls are responsive, making it a breeze to set cooking times.
I was pleasantly surprised by how quickly it heats food—my leftovers were ready in just a few minutes, and the even heating prevented hot spots.
Overall, the combination of a stylish look and reliable performance makes this unit a standout choice for anyone looking to upgrade their kitchen.",5
Philips W-8000,WASHING_MACHINE,Medium,Positive,['Price' 'Functionality'],"I was pleasantly surprised by the value of this washing machine; its price is unbeatable for the advanced features it offers. The load sensor and steam cycle work flawlessly, making laundry feel effortless.",5
Toshiba M5-750,REFRIGERATOR,Small,Positive,['Functionality' 'Product appearance' 'Delivery'],"I was pleasantly surprised by the sleek design, the efficient cooling performance, and the prompt delivery that arrived exactly on schedule.",5
KitchenAid K7-800,REFRIGERATOR,Long,Positive,['Price' 'Delivery'],"I was a bit skeptical about the price of a high‑end refrigerator, but the value I got was beyond my expectations.
The delivery team was punctual, arriving right on the scheduled day, and they handled the unit with care, ensuring no dents or scratches.
The price point was surprisingly competitive for a brand known for premium appliances, especially when you consider the energy efficiency and spacious interior.
I appreciated the clear communication from the seller, with updates on shipping status and a friendly confirmation call before the delivery.
Overall, the combination of a fair price and hassle‑free delivery made this purchase a win‑win, and I would recommend it to anyone looking for quality without breaking the bank.",5
Electrolux A-1200,AIR_CONDITIONER,Medium,Positive,['Product appearance'],"The sleek design of this unit instantly upgraded the look of my living room. Its minimalist aesthetic and subtle color palette blend seamlessly with any decor, making it a stylish cooling solution.",4
Electrolux M-1200,MICROWAVE,Small,Negative,['Delivery' 'Functionality'],"I was disappointed with the delayed delivery and the microwave's inconsistent heating, making the overall experience frustrating.",1
Philips M-8000,MICROWAVE,Small,Positive,['Product appearance' 'Price' 'Delivery'],"The sleek design, reasonable price, and speedy delivery of this microwave made my kitchen upgrade feel like a win.",5
LG A-2000,AIR_CONDITIONER,Medium,Positive,['Price' 'Delivery'],"I was pleasantly surprised by how affordable the LG A-2000 is, especially considering its sleek design and efficient cooling. The delivery was swift and hassle‑free, arriving on time and with all the accessories neatly packaged.",5
Toshiba M-1000,MICROWAVE,Small,Negative,['Functionality'],I was disappointed because the microwave keeps shutting off mid-cycle and the power levels are inconsistent.,1
Haier D2-600,REFRIGERATOR,Small,Positive,['Functionality' 'Delivery'],The Haier D2-600 arrived on time and its smart temperature controls keep my groceries fresh without any hassle.,5
Ashley W-900,WARDROBE,Small,Negative,['Product appearance'],"The wardrobe's paint job looks like it was rushed, with uneven spots and a dull finish that makes it look cheap.",1
Whirlpool A-4000,AIR_CONDITIONER,Small,Negative,['Functionality' 'Price'],This AC barely cools my room and its price feels like a steep overcharge for such mediocre performance.,1
Frigidaire A-1500,AIR_CONDITIONER,Small,Positive,['Product appearance'],"The sleek, modern look of this unit instantly upgraded the style of my living room.",5
West Elm C-2800,CHAIR,Small,Negative,['Delivery' 'Product appearance'],"The chair arrived late and the fabric looked cheap and faded, making me feel like I had paid for a luxury item that turned out to be a disappointment.",1
Electrolux A-1200,AIR_CONDITIONER,Medium,Positive,['Product appearance' 'Functionality' 'Delivery'],"I was pleasantly surprised by how sleek and modern the unit looks on my living room wall. The cooling performance is spot on, with a quiet fan and quick temperature drop. Delivery was prompt and the installer was friendly, making the whole experience hassle‑free. Overall, this air conditioner exceeded my expectations.",5
Panasonic M-7000,MICROWAVE,Small,Negative,['Functionality'],"The microwave's heating function is unreliable, leaving my meals unevenly cooked and frustrating to use.",1
Ashley C-800,CHAIR,Small,Negative,['Functionality' 'Product appearance' 'Delivery'],"The chair I ordered arrived late, with broken parts and flimsy packaging.",1
Bosch M-6000,MICROWAVE,Long,Positive,['Functionality' 'Delivery' 'Product appearance'],"I was pleasantly surprised by how quickly the delivery arrived – the courier was punctual and the packaging was secure, so the microwave arrived in pristine condition. The first thing that caught my eye was its sleek, modern look; the brushed stainless steel finish and minimalist controls give it a high‑end feel that fits perfectly in my kitchen. Functionality-wise, it’s a powerhouse – the 1,200‑watt output heats food evenly, and the sensor cooking feature saves me from guessing the timing. I also love the easy‑to‑clean interior and the intuitive menu options that make setting up a quick meal a breeze. Overall, this microwave delivers on every promise, from arrival to appearance to performance, and I’d highly recommend it to anyone looking for a reliable, stylish appliance.",5
Bosch A-6000,AIR_CONDITIONER,Small,Negative,['Functionality'],It never cools properly and keeps making strange noises.,1
Siemens W-1900,WASHING_MACHINE,Medium,Negative,['Functionality'],"I was excited to try this washing machine, but it has been a nightmare from the start. The cycle selection is glitchy, the water temperature never hits the set point, and the machine even stops mid-wash, leaving me with a pile of damp clothes.",1
Kenmore W-1600,WASHING_MACHINE,Small,Positive,['Price'],"I love how affordable this washing machine is, especially for a brand like Kenmore.",5
Kenmore K9-300,REFRIGERATOR,Long,Positive,['Product appearance' 'Price'],"The Kenmore K9-300 looks like a high‑end appliance that instantly elevates any kitchen.\nIts brushed stainless steel finish is sleek and modern, and the clean lines give it a professional look.\nI was pleasantly surprised by how well it fits in my space without feeling bulky.\nThe price point is surprisingly reasonable for the quality and features it offers.\nOverall, it's a stylish and affordable addition that I love.",5
Miele A-1800,AIR_CONDITIONER,Long,Positive,['Product appearance' 'Functionality'],"I was immediately impressed by the sleek, minimalist design of this unit, which blends seamlessly into my living room without feeling bulky.
The brushed metal finish and subtle LED accents give it a premium look that feels more like a piece of modern art than a typical air conditioner.
Functionally, it delivers powerful cooling with whisper‑quiet operation, thanks to the advanced inverter technology that adjusts speed for optimal performance.
The remote control is intuitive, and the programmable timer makes it easy to maintain a comfortable temperature throughout the day.
Overall, this unit not only looks great but also performs flawlessly, making it a worthwhile investment for anyone seeking both style and efficiency.",5
Bosch W-6000,WASHING_MACHINE,Medium,Positive,['Product appearance' 'Functionality'],"The machine’s modern, stainless steel look fits perfectly in my laundry room, and the sleek design feels premium without being overly flashy. Functionally, it runs quietly, cleans clothes thoroughly, and the intuitive controls make it a joy to use every day.",5
LG W-2000,WASHING_MACHINE,Medium,Positive,['Delivery' 'Price'],"The delivery was impressively quick, arriving within the promised window and making the whole buying experience smooth. Plus, the price is surprisingly reasonable for a machine of this quality, giving me great value for my money.",4
Whirlpool TQ-500,REFRIGERATOR,Long,Positive,['Product appearance' 'Delivery'],"The delivery was surprisingly swift—my new fridge arrived two days earlier than the estimated window, and the delivery team handled it with care, ensuring no dents on the front panel. When I opened the door, the sleek stainless‑steel finish immediately caught my eye, giving the kitchen a modern, almost showroom look that I hadn’t expected from a mid‑range appliance. Inside, the interior layout is thoughtfully designed, with adjustable shelves that fit my bulkier jars without a hitch. The door seals feel robust, and the quiet hum of the compressor is barely noticeable, which is a pleasant bonus for a busy household. Overall, the combination of a polished appearance and a hassle‑free delivery experience makes this refrigerator feel like a smart investment for any home.
",5
Siemens M-1900,MICROWAVE,Medium,Positive,['Delivery' 'Functionality' 'Price'],"The delivery was impressively quick—my microwave arrived in just two days, and the packaging was secure. It performs flawlessly, heating food evenly and offering a range of convenient settings, and I feel like I got excellent value for the price I paid.",5
Siemens W-1900,WASHING_MACHINE,Long,Negative,['Product appearance' 'Delivery' 'Functionality'],"I was really excited about this washing machine, but the experience turned out to be a nightmare from start to finish.
The first thing that struck me was the appearance – the cabinet looks cheap and the plastic feels flimsy, as if it was built to break after a few months.
When the delivery arrived, the box was dented and the door was scratched, which made me question the handling process.
Inside, the machine itself is a mess of cables and a confusing interface that barely works; the cycle options are mislabeled and the spin speed is unreliable.
Even after several attempts to troubleshoot, the machine keeps stopping mid-cycle, and the noise it makes is louder than a blender on high.
I have to say I would not recommend this product to anyone looking for a reliable appliance.",1
IKEA S-100,SOFA,Medium,Positive,['Functionality'],"I love how the sofa’s built‑in storage keeps my living room clutter‑free—no more hunting for extra boxes. The cushions are firm yet plush, and the seat height is just right for long movie nights. Assembly was a breeze, with clear instructions and all the right tools included.",5
Herman Miller W-1900,WARDROBE,Medium,Negative,['Price'],"I was excited about the wardrobe, but the price was a huge let‑down; it feels like I'm paying for a luxury brand without the premium quality. The cost alone makes me question whether it's worth the investment, especially when cheaper options offer similar functionality.",2
Electrolux W-1200,WASHING_MACHINE,Medium,Negative,['Functionality' 'Delivery'],"I was really disappointed with the delivery timing; it arrived a week later than promised, and the packaging was damaged. Even after finally getting it, the machine's washing cycles were unreliable—clothes came out damp and the noise level was excessive. I expected better from a brand like Electrolux.",2
Electrolux L3-400,REFRIGERATOR,Long,Positive,['Functionality' 'Price' 'Product appearance'],"From the moment it arrived, the sleek design caught my eye—minimalist chrome panels that blend seamlessly with any kitchen décor.
Inside, the adjustable shelves and crisp, cool air flow keep my produce crisp and my drinks chilled, proving the fridge's functionality is top-notch.
The quiet operation is a real bonus; I can even hear my own thoughts in the kitchen without the whir of a traditional unit.
While the price is a bit higher than some competitors, the value you get in terms of durability and energy efficiency makes it a worthwhile investment.
Overall, this refrigerator has exceeded my expectations in every way—stylish, efficient, and worth every penny.",5
IKEA T-200,TABLE,Long,Positive,['Delivery'],"Delivery was surprisingly swift—my table arrived the same day I ordered it.
The package was well-protected, with no scratches or dents, and the assembly instructions were clear enough to avoid any confusion.
The delivery team was courteous, arriving on time and handling the heavy legs with care.
I was impressed by how quickly the entire process went from order to doorstep, especially considering the busy holiday season.
Overall, the delivery experience exceeded my expectations and made the whole purchase feel hassle-free.",5
Samsung M-3000,MICROWAVE,Medium,Positive,['Functionality' 'Price'],"I was pleasantly surprised by how quickly the microwave heats up my meals—no more uneven cooking or long wait times. The price point is surprisingly low for the level of performance and the intuitive controls, making it a great value for anyone on a budget.",5
Daewoo A-1700,AIR_CONDITIONER,Medium,Negative,['Product appearance' 'Price'],I was disappointed with the look of this unit; it looks cheap and the price is too high for what it offers.,1
Herman Miller S-1600,SOFA,Medium,Positive,['Delivery'],"I was pleasantly surprised by how quickly the Herman Miller S-1600 arrived—delivery was faster than I expected, and the package was handled with care, arriving in perfect condition. The whole process felt seamless, and I could set up my new sofa in no time, which made the whole experience feel like a breeze.",5
Pottery Barn T-2200,TABLE,Medium,Negative,['Price' 'Functionality'],"I was excited about the design, but the price is outrageous for the material quality. The table feels flimsy and the legs wobble after a few uses, so I don't think it's worth the cost.",1
Electrolux L3-400,REFRIGERATOR,Medium,Positive,['Product appearance'],"I was really impressed by the sleek, modern look of this fridge – the brushed steel finish looks like it belongs in a high‑end kitchen. The door handles are smooth and the overall design feels both stylish and functional, making it a standout piece in my pantry.",5
Siemens S2-500,REFRIGERATOR,Medium,Positive,['Functionality'],"The refrigerator’s temperature control is spot on, keeping my produce crisp and my drinks perfectly chilled without any fluctuations. I also appreciate the quiet compressor and the smart energy-saving mode that keeps my utility bills low while still delivering reliable performance.",5
Miele W-1800,WASHING_MACHINE,Medium,Negative,['Price'],"I was really excited to get this washing machine, but the price was a huge let‑down; it feels like I paid an arm and a leg for a feature set that’s pretty standard in cheaper models. The cost alone makes it hard to justify the investment, especially when other brands offer similar performance for far less.",2
Bosch M-6000,MICROWAVE,Long,Negative,['Functionality' 'Price'],"I bought this microwave hoping it would be a reliable kitchen companion, but it turned out to be a disappointment from the start.
The heating function is inconsistent—some spots are scorching while others stay cold, making it impossible to cook a simple meal evenly.
On top of that, the timer keeps resetting itself, and the digital display flickers intermittently, which is frustrating.
The price tag is steep for such a subpar appliance, especially when you consider that there are far cheaper models on the market that perform better.
Overall, I feel like I wasted my money and my time on this microwave.",1
Toshiba M-1000,MICROWAVE,Long,Negative,['Price' 'Delivery'],"Delivery took an absurd amount of time, arriving a week later than promised, and when it finally did, the packaging was damaged.
The price tag was steep for a basic microwave, and after the delay I felt like I was being overcharged.
I expected better customer service, but the support team was unresponsive.
The product itself works, but the cost and delivery experience made me feel cheated.
I would not recommend this to anyone looking for value.",1
GE W-5000,WASHING_MACHINE,Medium,Negative,['Delivery' 'Product appearance' 'Price'],"I was disappointed with the delivery: it took three weeks and the package was damaged. The machine's appearance is bland and feels cheap, and at the price point I expected a much higher build quality. Overall, not worth the money.",1
Ashley B-1000,BED,Small,Negative,['Delivery' 'Product appearance' 'Price'],"I was disappointed with the delayed delivery, the cheap-looking finish, and the high price.",2
Sharp A-9000,AIR_CONDITIONER,Long,Negative,['Product appearance'],"First off, the appearance of this air conditioner is a major let‑down.
The casing feels like cheap plastic, not the sturdy metal I expected from a brand like Sharp.
Its color scheme is off—an unappealing gray that clashes with my living room décor.
The design looks rushed, with uneven seams and a bulky, unattractive front panel that takes up too much space.
Overall, the aesthetic disappointment overshadows any functional merits.",1
Panasonic Q2-300,REFRIGERATOR,Medium,Negative,['Product appearance' 'Functionality'],"The fridge's exterior feels like a cheap plastic mock‑up, and the color just looks washed out. Inside, the temperature control is unreliable, the compressor rattles constantly, and the shelves are too shallow for my needs.",1
Electrolux L3-400,REFRIGERATOR,Medium,Negative,['Delivery'],"The delivery was a nightmare; the truck arrived late, the fridge was dropped on the curb, and the delivery person left it unattended for an hour. I had to chase them down and pay extra for a re‑delivery, which ruined my excitement for the new fridge.",2
Panasonic M-7000,MICROWAVE,Medium,Negative,['Product appearance' 'Delivery' 'Functionality'],"The delivery took longer than promised and the package arrived with a dent that made me question the quality control. Once I opened it, the stainless‑steel finish looked dull and scratched, far from the sleek look advertised. Even after a quick test, the microwave failed to heat properly, leaving my food cold and the timer stuck on 0:00.",1
Whirlpool M-4000,MICROWAVE,Medium,Positive,['Delivery'],"The delivery of my new microwave was impressively quick—arrived the same day I placed the order. The courier was courteous and handled the unit with care, leaving my kitchen spotless. Overall, a hassle‑free experience that made me feel confident in my purchase.",5
GE M-5000,MICROWAVE,Long,Negative,['Price'],"I was excited to try this microwave, but the price was a real shocker.
For $350, I expected a high‑end performance, yet the features feel like a budget model.
The heating power is underwhelming, and the display is barely readable.
I ended up paying more than I should have for a machine that barely meets basic needs.
If you’re looking for value, this is not the one; save your money and shop elsewhere.",2
Siemens M-1900,MICROWAVE,Small,Negative,['Price' 'Delivery'],"I was disappointed with the high price and the delivery took way longer than promised, making this microwave a total letdown.",1
KitchenAid M-1400,MICROWAVE,Medium,Negative,['Product appearance' 'Price' 'Functionality'],"The microwave looks like it was assembled from leftover parts, with a dull gray finish that feels cheap and untrustworthy. I paid a premium price for it, only to find the buttons are sticky and the heating is uneven, making it more of a hassle than a convenience. Overall, it feels like a poor investment for the money spent.",2
Panasonic M-7000,MICROWAVE,Long,Negative,['Delivery'],"Delivery was a nightmare: the courier arrived two days late, and the package was already damaged.
The packaging was flimsy, and the door handle was broken upon arrival.
I had to call customer service twice to get a replacement, but they were unhelpful and delayed the process even more.
By the time the new unit arrived, I was already frustrated and had to rearrange my kitchen.
Overall, the delivery experience ruined my first impression of this microwave.",1
Smeg W-1300,WASHING_MACHINE,Long,Positive,['Price' 'Product appearance'],"Wow, I was pleasantly surprised by how affordable this appliance feels for its premium look.
The sleek, retro design with the iconic Smeg color palette instantly brightened my laundry room, making it feel like a boutique showroom.
The price point is surprisingly reasonable compared to other high‑end washers, especially when you consider the quality of the stainless steel drum and the eye‑catching cabinet.
I love how the bright red finish stands out, yet it still feels sophisticated and modern.
Overall, it's a great value that doesn't compromise on style.",5
IKEA T-200,TABLE,Small,Negative,['Price' 'Delivery'],"The table was overpriced and the delivery took an absurd amount of time, making the whole experience frustrating.",1
Sharp A-9000,AIR_CONDITIONER,Small,Positive,['Functionality' 'Delivery'],"The delivery was swift and the unit works flawlessly, cooling the room instantly and keeping the noise level low.",5
GE W-5000,WASHING_MACHINE,Medium,Negative,['Product appearance' 'Functionality'],"I was disappointed by the GE W-5000's appearance; the stainless steel finish looks dull and the door latch feels flimsy. Functionally, the machine barely spins, leaving clothes damp and making a loud rattling noise. Overall, it's a frustrating purchase that doesn't live up to its price.",1
KitchenAid A-1400,AIR_CONDITIONER,Medium,Negative,['Price' 'Delivery'],"I was really disappointed with the price – it felt like I was overpaying for a basic air conditioner, and the delivery took longer than promised, leaving me scrambling to keep cool during the heatwave. The combination of a steep cost and a sluggish shipping experience made the whole purchase feel like a waste of money.",1
Frigidaire F4-550,REFRIGERATOR,Medium,Negative,['Delivery'],"I was disappointed with the delivery experience for my new fridge. The package arrived late, and the box was dented, making me question the handling.",1
Panasonic M-7000,MICROWAVE,Medium,Negative,['Product appearance'],"The microwave's design feels cheap and unappealing, with a dull gray finish that looks like it was slapped on last year. The bulky, boxy shape takes up too much counter space, making it hard to fit in my kitchen.",1
Bosch A-6000,AIR_CONDITIONER,Small,Negative,['Product appearance' 'Price' 'Functionality'],"I was disappointed with the cheap-looking design, high price, and the unit barely cooled the room.",1
Toshiba W-1000,WASHING_MACHINE,Small,Negative,['Delivery' 'Functionality' 'Price'],"I was disappointed with the slow delivery, the machine's frequent malfunctions, and the high price that didn't match its performance.",1
Panasonic Q2-300,REFRIGERATOR,Medium,Negative,['Functionality' 'Price' 'Product appearance'],"I was disappointed with the refrigerator’s performance—the temperature fluctuates wildly and the compressor keeps humming loudly, making it hard to keep food fresh. On top of that, the unit feels cheaply built and the stainless steel finish looks more like a cheap plastic shell than a premium appliance. I’ve paid a lot more than I should have for something that doesn’t even work reliably.",2
Whirlpool TQ-500,REFRIGERATOR,Small,Positive,['Price' 'Delivery' 'Product appearance'],"I was pleasantly surprised by the affordable price, swift delivery, and sleek appearance of this refrigerator.",5
LG W-2000,WASHING_MACHINE,Medium,Negative,['Product appearance' 'Functionality' 'Delivery'],"I was disappointed with the delivery, which took longer than promised, and the machine arrived with a scratched panel that looked cheap. The wash cycle barely cleaned my clothes and the noise level is excessive, making it a frustrating purchase.",2
Whirlpool M-4000,MICROWAVE,Small,Negative,['Functionality'],I was disappointed because the microwave stopped heating properly after just a few uses.,1
Samsung M-3000,MICROWAVE,Medium,Negative,['Delivery'],"I ordered the Samsung M-3000 and the delivery was a nightmare. The courier arrived two days late and the box was dented, making me doubt the reliability of the seller.",1
Siemens S2-500,REFRIGERATOR,Long,Positive,['Price'],"I recently bought this refrigerator and was pleasantly surprised by how affordable it is compared to other models in the same category.
The price was a huge win, especially considering the energy efficiency and spacious interior.
I didn't have to compromise on style or features, just the cost.
For the amount I paid, the build quality feels solid and the compressor runs quietly.
Overall, it's a great value that makes it hard to find a better deal in the market.",5
Bosch W-6000,WASHING_MACHINE,Small,Negative,['Delivery' 'Price'],I was disappointed with the long delivery time and the high price that made the Bosch W-6000 feel overpriced.,2
Siemens A-1900,AIR_CONDITIONER,Medium,Positive,['Delivery'],"I was pleasantly surprised by how quickly the Siemens A-1900 arrived—just two days after ordering. The package was sealed securely, and the delivery team left it right at my doorstep, making the whole process hassle‑free.",5
Wayfair B-1500,BED,Medium,Negative,['Price' 'Product appearance' 'Functionality'],"I was disappointed with the price, it felt like a premium bed that didn't deliver on its claims. The mattress felt cheap and the frame looked flimsy, and the adjustable feature didn't work properly.",1
Daewoo W-1700,WASHING_MACHINE,Medium,Positive,['Product appearance' 'Price'],"The machine looks sleek and modern, fitting nicely into my kitchen without taking up too much space. For the price I paid, the build quality and stylish finish feel like a great value.",5
Frigidaire F4-550,REFRIGERATOR,Small,Positive,['Price' 'Product appearance'],"I love how the Frigidaire F4-550 offers a sleek look at an unbeatable price, making it a standout choice for any kitchen.",5
