product_name,product_category,review_size,type,content,review,stars
Toshiba W-1000,WASHING_MACHINE,Long,Negative,['Product appearance' 'Delivery'],"I recently purchased the Toshiba W-1000 washing machine, and I must say, my experience has been quite disappointing. The product appearance is not as appealing as I expected; it looks a bit outdated and plain compared to other models in its category. The delivery process was also frustrating—my unit arrived later than promised, and upon arrival, there were visible dents on the machine, which made me question its condition. While functionality-wise, it seems to work okay, these issues with product appearance and delivery have left a negative impression overall.",2
IKEA W-400,WARDROBE,Medium,Positive,['Price' 'Functionality' 'Product appearance'],"I recently purchased the IKEA W-400 wardrobe, and I'm really impressed with it. The price is very reasonable for such a high-quality product, and it fits perfectly in my small apartment. Functionality-wise, it has plenty of storage space, which was exactly what I needed. The appearance is sleek and modern, matching well with the rest of my furniture. Overall, I'm very satisfied with this purchase.",5
Pottery Barn C-2300,CHAIR,Medium,Positive,['Price' 'Delivery' 'Functionality'],"I recently purchased the Pottery Barn C-2300 chair, and I must say, it's been a great addition to my living room. The price was very reasonable for such a high-quality piece, and the delivery was prompt despite being during a busy season. Functionality-wise, it's extremely comfortable and sturdy, making it perfect for both lounging and dining purposes. I'm thoroughly impressed with this purchase.",5
Frigidaire W-1500,WASHING_MACHINE,Small,Negative,['Product appearance'],"The Frigidaire W-1500 washing machine has a very basic and outdated appearance, which doesn't match the modern aesthetics of my kitchen.",2
Pottery Barn S-2100,SOFA,Small,Positive,['Price' 'Functionality'],"I absolutely love this Pottery Barn S-2100 sofa! It's incredibly functional for our small space, and the price is very reasonable. I would definitely recommend it to anyone looking for a compact yet stylish option.",5
Ashley S-600,SOFA,Small,Positive,['Functionality' 'Delivery'],"I absolutely love the Ashley S-600 sofa! It's incredibly comfortable and stylish, making it a perfect addition to my living room. The delivery was prompt and everything arrived in great condition.",5
Samsung M-3000,MICROWAVE,Medium,Negative,['Functionality'],"I purchased the Samsung M-3000 microwave, and I have to say, it's been a bit of a disappointment. The functionality just doesn't seem up to par with what I expected from a newer model. It struggles with cooking evenly, and sometimes it takes multiple attempts to get things right.",2
Samsung XR-12A,REFRIGERATOR,Small,Positive,['Price' 'Delivery'],"I recently purchased the Samsung XR-12A refrigerator, and I'm really impressed with the price and delivery. The product arrived on time, and it's very affordable for its size and features.",5
IKEA W-400,WARDROBE,Medium,Negative,['Delivery' 'Price' 'Product appearance'],"I recently purchased the IKEA W-400 wardrobe, and I must say, I'm quite disappointed. The delivery was extremely slow, taking almost three weeks longer than expected. When it finally arrived, the product appearance wasn't as appealing as described. It feels cheaply made, and the finish isn't smooth. On top of that, the price seems high for what you're getting. I wouldn't recommend this to anyone looking for a durable wardrobe solution.",2
Herman Miller B-2000,BED,Small,Negative,['Product appearance' 'Functionality' 'Price'],"The Herman Miller B-2000 bed is not as visually appealing as I expected. While it's functional, it feels a bit overpriced for what it offers.",3
IKEA C-300,CHAIR,Small,Negative,['Functionality' 'Delivery' 'Price'],"I purchased the IKEA C-300 chair, and I'm really disappointed with it. The functionality is poor; it's not as comfortable or supportive as expected. Delivery was delayed by over a week, which was frustrating. While the price seemed reasonable at first, considering the quality and issues, it doesn't feel like good value for money.",2
Smeg W-1300,WASHING_MACHINE,Long,Negative,['Price' 'Functionality'],"I recently purchased the Smeg W-1300 washing machine, and I must say, it's been a bit of a disappointment. While the design is sleek and modern, which I initially appreciated, the functionality leaves a lot to be desired. The machine doesn't seem to clean clothes effectively, and I've had issues with it not completing cycles properly. Additionally, the price point feels quite high for what it offers. I was expecting better performance given the brand reputation, but this model hasn't lived up to my expectations. It's functional, but just barely, and the higher cost definitely doesn't justify the experience.",2
Kenmore M-1600,MICROWAVE,Small,Negative,['Product appearance'],"The Kenmore M-1600 microwave has a sleek design, but I was disappointed with its appearance. It looks cheap and doesn't match my kitchen aesthetics.",2
Samsung W-3000,WASHING_MACHINE,Small,Positive,['Price' 'Delivery'],"I recently purchased the Samsung W-3000 washing machine, and I must say, the price was very reasonable for such a high-quality appliance. The delivery was prompt, and it arrived in perfect condition.",5
Daewoo M-1700,MICROWAVE,Long,Negative,['Functionality' 'Price'],"I recently purchased the Daewoo M-1700 microwave, and I must say, I'm quite disappointed with my experience. Functionality-wise, it doesn't seem to live up to the expectations set by its price point. While it does the basics like heating up food, the lack of advanced features like sensor cooking or multiple preset settings makes me feel like I'm paying for something that's not worth it. The design is basic and feels a bit cheap, which isn't great for someone who wanted a more premium look in their kitchen. On top of that, the price was higher than I anticipated, especially considering what other microwaves offer at this range. Overall, while it gets the job done, I feel like there are better options out there for the money.",2
Sharp W-9000,WASHING_MACHINE,Small,Positive,['Functionality' 'Price'],"The Sharp W-9000 washing machine has exceeded my expectations in terms of functionality and price. It's incredibly efficient, saving me time on laundry day, and the price point is very reasonable for such a high-quality product.",5
LG W-2000,WASHING_MACHINE,Small,Negative,['Functionality'],"The LG W-2000 washing machine has some issues with functionality. It often fails to complete cycles and leaves clothes only partially clean, which is frustrating.",1
IKEA B-500,BED,Medium,Positive,['Delivery' 'Functionality' 'Price'],"I recently purchased the IKEA B-500 bed, and I must say, it's been a great experience so far. The delivery was prompt and everything arrived in perfect condition. The functionality of the bed is excellent; it’s sturdy and comfortable, which has made my sleep much better. Plus, the price is very reasonable for such a high-quality product.",5
Kenmore M-1600,MICROWAVE,Medium,Negative,['Price' 'Product appearance' 'Delivery'],"I recently purchased the Kenmore M-1600 microwave, and I must say, I'm quite disappointed. While it does its job in heating up food, the price seems a bit high for what it offers. The product appearance is decent, but nothing special compared to other microwaves in its class. Delivery was also an issue; it took longer than expected, which added to my frustration.",2
Haier A-1100,AIR_CONDITIONER,Small,Negative,['Delivery' 'Price'],"The Haier A-1100 air conditioner was supposed to be delivered in a timely manner, but it took over a week to arrive. The price was reasonable, but the delivery delay was frustrating.",2
Ashley C-800,CHAIR,Small,Positive,['Delivery'],The delivery was exceptionally fast and well-packaged. I received the Ashley C-800 chair in perfect condition with no issues at all.,5
Samsung W-3000,WASHING_MACHINE,Long,Positive,['Price' 'Delivery'],"I recently purchased the Samsung W-3000 washing machine, and I must say, it has been a fantastic addition to my household. The price was very reasonable for such a high-quality appliance, and the delivery process was smooth and efficient. I was impressed with how quickly it arrived and how easy it was to set up. Overall, this washer has exceeded my expectations in terms of performance and value for money.",5
IKEA T-200,TABLE,Small,Positive,['Functionality' 'Delivery' 'Product appearance'],"I recently purchased the IKEA T-200 table, and I'm really impressed with it. The delivery was fast and everything arrived in perfect condition. The table looks great in my dining room, and it's very functional for our family meals. I would highly recommend this product!",5
Sharp M-9000,MICROWAVE,Small,Negative,['Price' 'Functionality'],"The Sharp M-9000 microwave is quite expensive for its functionality. While it does have some useful features, the price doesn't justify the performance.",2
IKEA T-200,TABLE,Medium,Positive,['Delivery' 'Functionality' 'Product appearance'],"I recently purchased the IKEA T-200 table, and I must say, it's been a game-changer for my small apartment. The delivery was incredibly fast, and the assembly instructions were straightforward—thank you, IKEA! The table looks stunning in my dining area; the sleek design complements my modern decor perfectly. Functionality-wise, it’s sturdy and can easily accommodate my family of four. I’m thoroughly impressed with this purchase!",5
IKEA T-200,TABLE,Medium,Negative,['Functionality' 'Delivery' 'Product appearance'],"I purchased the IKEA T-200 table, and I must say, it's not what I expected. The functionality is decent, but the product appearance leaves a lot to be desired—it feels quite cheap for its price point. The delivery was also a bit of a hassle; it took longer than promised, and parts arrived damaged, which was frustrating.",2
Whirlpool M-4000,MICROWAVE,Medium,Negative,['Product appearance'],"I was really disappointed with the Whirlpool M-4000 microwave. The product appearance is quite outdated and doesn't match the modern aesthetics of my kitchen. It feels cheap and not well-made, which is something I didn't expect from a brand like Whirlpool.",2
Frigidaire W-1500,WASHING_MACHINE,Small,Positive,['Delivery'],The delivery was incredibly fast and well-organized. I received my Frigidaire W-1500 washing machine in perfect condition with all the necessary parts included.,5
Wayfair B-1500,BED,Medium,Negative,['Functionality'],"I purchased the Wayfair B-1500 bed and I'm really disappointed with its functionality. It feels very cheaply made, and the frame is already showing signs of wear after just a few weeks of use. The mattress support isn't as sturdy as I expected, and it creaks every time someone gets in or out of bed. I was hoping for something more durable given the price point.",2
Daewoo D1-200,REFRIGERATOR,Medium,Negative,['Price' 'Delivery' 'Functionality'],"I recently purchased this refrigerator, and I'm not entirely satisfied with it. While the design is sleek and modern, which I appreciate, the functionality hasn't met my expectations. The cooling system seems inconsistent, sometimes leaving parts of the fridge warmer than they should be. Additionally, the price point feels a bit high for what it offers, and the delivery process was quite delayed, which added to my initial disappointment.",2
Whirlpool A-4000,AIR_CONDITIONER,Medium,Positive,['Delivery' 'Price' 'Functionality'],"I recently purchased the Whirlpool A-4000 air conditioner, and I must say, it's been a game-changer for my home. The delivery was prompt, which I really appreciated. The price was very reasonable for such a high-quality unit, and it has exceeded my expectations in terms of functionality. It cools my entire living space efficiently, and the quiet operation is a huge plus. I would definitely recommend this product to anyone looking for an reliable air conditioner.",5
Haier W-1100,WASHING_MACHINE,Long,Positive,['Functionality' 'Product appearance' 'Delivery'],"I recently purchased the Haier W-1100 washing machine, and I must say it has been a game-changer for my household. The functionality is top-notch; it handles large loads with ease, and the different wash cycles are very efficient. The product appearance is sleek and modern, fitting perfectly into my laundry area. I was impressed with the delivery service—it arrived on time and in perfect condition. Overall, this washing machine has exceeded my expectations, and I would highly recommend it to anyone looking for a reliable and stylish appliance.",5
Bosch M-6000,MICROWAVE,Long,Positive,['Product appearance' 'Price' 'Delivery'],"I recently purchased the Bosch M-6000 microwave, and I must say, it's a game-changer for my kitchen. The product appearance is sleek and modern, fitting perfectly with my current countertop setup. It feels high-quality, both in terms of design and material, which makes me feel confident about its durability over time. Speaking of price, I was initially concerned that it might be on the higher side, but considering the features and performance, it's well worth the investment. The delivery was prompt and efficient; they even managed to get it to me earlier than expected, which was a pleasant surprise. Overall, this microwave has exceeded my expectations in every aspect.",5
Daewoo M-1700,MICROWAVE,Medium,Positive,['Delivery' 'Product appearance'],"I recently purchased the Daewoo M-1700 microwave, and I must say, the delivery was exceptionally fast. The product arrived in perfect condition, which is rare these days. It looks sleek and modern, fitting seamlessly into my kitchen design. Overall, I'm really impressed with both the delivery and the appearance of this microwave.",5
Frigidaire W-1500,WASHING_MACHINE,Medium,Positive,['Price' 'Functionality' 'Product appearance'],"I absolutely love my new washing machine! The Frigidaire W-1500 is such a great value for the price. It looks stunning in my laundry room, and the functionality is top-notch—I can’t believe how quiet it is during wash cycles. Highly recommend this model!",5
Philips A-8000,AIR_CONDITIONER,Small,Negative,['Functionality' 'Product appearance'],"The Philips A-8000 air conditioner has a sleek appearance, but unfortunately, it doesn't cool my room effectively. The functionality seems lacking compared to other models I've used.",2
GE A-5000,AIR_CONDITIONER,Medium,Positive,['Delivery'],The delivery of the GE A-5000 air conditioner was excellent. It arrived on time and in perfect condition.,5
Wayfair W-1400,WARDROBE,Small,Positive,['Functionality' 'Delivery' 'Product appearance'],"I absolutely love this wardrobe! It's incredibly functional, fits perfectly in my room, and looks stunning. The delivery was fast and everything arrived in great condition.",5
Smeg R1-250,REFRIGERATOR,Medium,Positive,['Delivery' 'Price'],"I recently purchased the Smeg R1-250 refrigerator, and I must say, the delivery was incredibly fast. It arrived right on time, which was a pleasant surprise. The price was very reasonable for such a high-quality appliance, and it fits perfectly in my kitchen.",5
Siemens S2-500,REFRIGERATOR,Medium,Positive,['Product appearance' 'Price' 'Delivery'],"I recently purchased the Siemens S2-500 refrigerator, and I must say, it's a game-changer for my kitchen. The sleek design fits perfectly with my modern countertop, making it look like a piece of art rather than just an appliance. The price point was very reasonable for such a high-quality product, and the delivery was prompt and handled with care by the delivery team. I'm thoroughly impressed with every aspect of this refrigerator.",5
Smeg R1-250,REFRIGERATOR,Small,Negative,['Product appearance' 'Delivery'],"The Smeg R1-250 refrigerator has a sleek design, but the delivery was not as expected. The product appearance is modern and appealing, but I was disappointed with the delayed arrival despite the promised timeline.",3
Herman Miller C-1800,CHAIR,Medium,Positive,['Price'],"I recently purchased the Herman Miller C-1800 chair, and I must say, it's a game-changer for my home office. The price was a bit higher than I initially expected, but considering the quality and comfort it offers, it feels like a worthwhile investment. I've been sitting in it for hours without any discomfort, which is something I can't say about other chairs I've owned. Plus, the design is sleek and fits perfectly with my current decor.",5
Frigidaire F4-550,REFRIGERATOR,Small,Positive,['Functionality' 'Product appearance'],"I love my new Frigidaire F4-550 refrigerator! It's sleek and modern, which really enhances the look of my kitchen. The functionality is top-notch; it keeps everything cold perfectly and has plenty of space for all my groceries.",5
Philips W-8000,WASHING_MACHINE,Small,Positive,['Functionality' 'Product appearance' 'Price'],"The Philips W-8000 washing machine is a game-changer. It looks sleek and modern, which adds a nice touch to my laundry area. The functionality is top-notch; it handles large loads efficiently and is surprisingly quiet. I was worried about the price initially, but after seeing how durable and efficient it is, I feel it's worth every penny.",5
Samsung M-3000,MICROWAVE,Long,Positive,['Price'],"I recently purchased the Samsung M-3000 microwave, and I must say, it has exceeded my expectations in terms of price. For such a high-quality appliance, I was pleasantly surprised by how affordable it was. The functionality is top-notch, with quick heating and easy-to-use controls. Plus, its sleek design fits perfectly in my kitchen. Overall, the value for money makes this microwave an excellent choice.",5
Samsung XR-12A,REFRIGERATOR,Long,Negative,['Functionality' 'Price' 'Delivery'],"I recently purchased the Samsung XR-12A refrigerator, and I must say, I'm quite disappointed with my experience. The functionality of this unit has been less than ideal; it seems to struggle with maintaining consistent temperatures, which is a major issue for me since I use my fridge frequently for storing fresh produce and dairy products. While the price point was initially appealing, especially compared to other brands, the overall value doesn't quite hold up when considering the product's performance and build quality. The delivery process was also frustrating; there were multiple delays, and the unit arrived later than expected, which was inconvenient given that I needed it for an upcoming event. To top it all off, the appearance of the fridge is not as sleek or modern as I had hoped, making it feel a bit outdated in my kitchen. In conclusion, while I understand that no product is perfect, the combination of these factors makes me feel that this purchase was not worth the investment.",2
Herman Miller B-2000,BED,Long,Positive,['Product appearance'],"I recently purchased the Herman Miller B-2000 bed, and I must say, it has completely transformed my bedroom. The design is absolutely stunning, with a sleek and modern appearance that fits perfectly into my home decor. The craftsmanship is top-notch, and every detail has been thought out to create a truly elegant piece. It's not just about the looks; the comfort it provides is unparalleled. I highly recommend this bed to anyone looking for both style and substance.",5
Ashley C-800,CHAIR,Small,Positive,['Functionality' 'Price'],"The Ashley C-800 chair is highly functional and offers great value for its price. It has been a reliable addition to my workspace, providing comfort and support throughout the day.",5
Herman Miller T-1700,TABLE,Long,Negative,['Functionality' 'Delivery'],"I recently purchased the Herman Miller T-1700 table, and I must say, my experience has been quite disappointing. The functionality of the table is not up to par with what I expected from a product of this price range. It feels flimsy and doesn't hold up well under even minimal use. The delivery was also an issue; it took much longer than promised, and when it finally arrived, it was damaged. I had to wait weeks for a replacement, which was frustrating. While the design is sleek, the overall quality just doesn't justify the cost. I regret spending so much on this table.",2
GE W-5000,WASHING_MACHINE,Small,Positive,['Delivery' 'Functionality'],"The GE W-5000 washing machine was delivered promptly, and it functions exceptionally well. I'm very satisfied with its performance.",5
Kenmore M-1600,MICROWAVE,Small,Negative,['Functionality'],"The Kenmore M-1600 microwave is a disappointment. Despite its sleek design, it struggles with basic tasks like heating water or cooking meals evenly.",2
Samsung A-3000,AIR_CONDITIONER,Medium,Positive,['Price'],"I recently purchased the Samsung A-3000 air conditioner, and I'm really impressed with its price. It's very affordable for such a high-quality unit. The functionality is great too, it keeps my room cool without any issues. I would definitely recommend this product to anyone looking for an efficient and budget-friendly AC.",5
Haier W-1100,WASHING_MACHINE,Small,Negative,['Product appearance'],The Haier W-1100 washing machine has a very outdated and unappealing design. It looks bulky and not modern at all.,2
Pottery Barn C-2300,CHAIR,Small,Negative,['Price'],"I was really disappointed with the price of this chair. It's not worth what it costs, especially compared to other options I've seen.",2
Pottery Barn T-2200,TABLE,Small,Positive,['Product appearance' 'Delivery'],"The Pottery Barn T-2200 table is absolutely stunning! The design is elegant, and it fits perfectly in my dining room. The delivery was prompt, and the packaging was excellent.",5
Whirlpool W-4000,WASHING_MACHINE,Small,Positive,['Delivery' 'Product appearance'],"I recently purchased the Whirlpool W-4000 washing machine, and I must say, the delivery was incredibly fast. The product looks brand new and is very sleek.",5
Bosch S3-200,REFRIGERATOR,Small,Negative,['Functionality' 'Price'],"I was disappointed with my Bosch S3-200 refrigerator. It's supposed to be energy-efficient, but it doesn't keep food cold consistently. The price was high, and I expected better functionality for the money.",1
Daewoo M-1700,MICROWAVE,Small,Positive,['Delivery'],"The delivery was extremely fast, and I received my Daewoo M-1700 microwave in perfect condition. It was packaged very well, ensuring no damage during transit.",5
Sharp W-9000,WASHING_MACHINE,Small,Negative,['Price' 'Product appearance' 'Delivery'],"The Sharp W-9000 washing machine is quite expensive for its size. I was disappointed with the product appearance; it looks outdated and not very modern. The delivery was slow, which added to my frustration.",2
IKEA B-500,BED,Small,Positive,['Product appearance'],"The IKEA B-500 bed has a sleek and modern appearance that fits perfectly in my room. The design is both functional and aesthetically pleasing, making it a great addition to my space.",5
Smeg R1-250,REFRIGERATOR,Long,Negative,['Product appearance' 'Functionality' 'Delivery'],"I recently purchased the Smeg R1-250 refrigerator, and I must say, it's been a bit of a disappointment. The product appearance is quite sleek and modern, which initially impressed me, but unfortunately, the functionality has left much to be desired. The delivery was timely, so that aspect was good, but the overall experience hasn't met my expectations. The fridge doesn't seem to maintain the right temperature, and it's quite noisy, which is a major inconvenience for our household. While I appreciate the aesthetics, the lack of reliable functionality has been frustrating. I would have expected better performance given the price point.",2
Whirlpool M-4000,MICROWAVE,Small,Negative,['Product appearance' 'Price'],"I was disappointed with the Whirlpool M-4000 microwave. It looks outdated and doesn't match my kitchen's modern style, even though it's priced affordably.",2
Pottery Barn S-2100,SOFA,Long,Negative,['Functionality' 'Delivery' 'Price'],"I recently purchased the Pottery Barn S-2100 sofa, and I must say, I'm thoroughly disappointed with my experience. From a functionality standpoint, the sofa feels quite uncomfortable, which is surprising given its price point. The cushions are not as supportive as I expected, and the overall build quality doesn't seem to match what I would expect from Pottery Barn. Delivery was another issue; it took nearly three weeks longer than promised, which was frustrating. While I appreciate that the sofa has a sleek appearance, the combination of poor comfort and delayed delivery makes me feel like this purchase wasn't worth the money.",2
IKEA W-400,WARDROBE,Medium,Positive,['Functionality' 'Price'],"I recently purchased the IKEA W-400 wardrobe, and I'm really impressed with its functionality. It's very easy to assemble, and the storage space is excellent. The price was reasonable for such a high-quality product, and it fits perfectly in my room.",5
Smeg A-1300,AIR_CONDITIONER,Medium,Positive,['Price' 'Functionality' 'Delivery'],"I recently purchased the Smeg A-1300 air conditioner, and I must say it has been a game-changer for my home. The functionality is top-notch; it cools the room efficiently without being too noisy. The price was very reasonable for such a high-quality unit, and the delivery was prompt and hassle-free. I'm thoroughly impressed with this product.",5
Samsung XR-12A,REFRIGERATOR,Small,Positive,['Functionality' 'Product appearance' 'Price'],"I'm really happy with my new Samsung XR-12A refrigerator. It's functional, looks great in my kitchen, and I love the price point.",5
Wayfair W-1400,WARDROBE,Small,Negative,['Functionality' 'Product appearance'],"I was disappointed with my purchase. The Wayfair W-1400 wardrobe arrived damaged, and the functionality is poor. It doesn't fit well in my space, and the product appearance is not as appealing as expected.",2
Sharp X9-45,REFRIGERATOR,Small,Positive,['Functionality'],"I'm really happy with the Sharp X9-45 refrigerator. It's been working perfectly for months now, keeping everything fresh and cool.",5
Siemens A-1900,AIR_CONDITIONER,Medium,Negative,['Delivery' 'Functionality' 'Price'],"I recently purchased the Siemens A-1900 air conditioner, and I must say, it's been a bit of a disappointment. The delivery was slow, taking over a week longer than expected. When it finally arrived, I noticed some minor cosmetic issues, but I was willing to overlook that for functionality. Unfortunately, the unit doesn't seem to cool my room as effectively as advertised. It feels like I'm paying extra for something that doesn't deliver on its promises.",2
Miele M-1800,MICROWAVE,Long,Negative,['Delivery' 'Price'],"I recently purchased the Miele M-1800 microwave, and I must say, I'm quite disappointed with my experience. First off, the delivery was extremely slow. It took over a week longer than expected, which was really frustrating. I had to wait around for it, and it definitely put a damper on my plans. As for the price, while I understand that Miele products are generally high-end, this microwave feels overpriced for what it offers. The features aren't anything special compared to other microwaves in its class, and the design is pretty basic. I was hoping for something more sleek and modern, but this one looks quite plain. On a positive note, the functionality seems decent— it heats food evenly and has a few preset options that are useful. However, the combination of slow delivery and high price makes me feel like I didn't get my money's worth. If I were to recommend this microwave, it would be with reservations.",2
Electrolux M-1200,MICROWAVE,Small,Negative,['Functionality' 'Product appearance'],"I purchased the Electrolux M-1200 microwave, and while it looks sleek, its functionality is questionable. It struggles to heat food evenly, and the buttons feel cheap and prone to malfunction.",2
Bosch M-6000,MICROWAVE,Medium,Negative,['Product appearance'],"I was really disappointed with the appearance of my new Bosch M-6000 microwave. It looked great in the store, but when it arrived, the finish was uneven and there were visible scratches on the door.",2
GE M-5000,MICROWAVE,Medium,Positive,['Delivery'],The delivery of my GE M-5000 microwave was excellent. It arrived promptly and in perfect condition.,5
Kenmore M-1600,MICROWAVE,Small,Positive,['Product appearance' 'Delivery'],"The Kenmore M-1600 microwave is sleek and modern, with a design that fits perfectly in my kitchen. The delivery was prompt and packaging was excellent.",5
Haier W-1100,WASHING_MACHINE,Long,Negative,['Price'],"I recently purchased the Haier W-1100 washing machine, and I must say, I'm quite disappointed with its price. For a washer of this size and capacity, I expected it to be more reasonably priced. While it does have some good features like energy efficiency and quiet operation, the cost feels way too high compared to other models in its category. I think there are better options available at a lower price point.",2
Kenmore K9-300,REFRIGERATOR,Medium,Positive,['Price' 'Delivery'],"I recently purchased the Kenmore K9-300 refrigerator, and I must say, the price was very reasonable for such a high-quality appliance. The delivery service was excellent; they arrived on time and even helped with installation. Overall, it's been a great experience!",5
KitchenAid A-1400,AIR_CONDITIONER,Medium,Negative,['Delivery'],"The delivery process for the KitchenAid A-1400 was extremely frustrating. The product arrived later than expected, and it was not handled with care, resulting in minor damages to the packaging.",2
Philips A-8000,AIR_CONDITIONER,Small,Negative,['Delivery' 'Product appearance'],"I was disappointed with the delivery of my Philips A-8000 air conditioner. It arrived later than expected, and the product appearance was not as sleek as I had hoped.",2
Ashley S-600,SOFA,Small,Negative,['Product appearance' 'Functionality'],"The Ashley S-600 sofa looks stylish, but unfortunately, it's not very comfortable. The functionality isn't up to par with what I expected for its price.",2
Whirlpool A-4000,AIR_CONDITIONER,Small,Positive,['Price'],"The Whirlpool A-4000 air conditioner is quite affordable, making it a great value for its price.",5
Wayfair C-1300,CHAIR,Medium,Positive,['Price'],"I recently purchased the Wayfair C-1300 chair, and I must say, it's been a great addition to my home office. The price was very reasonable for such a comfortable and well-made chair. It arrived quickly, and the assembly was straightforward. I'm thoroughly impressed with the quality and value for money.",5
Bosch W-6000,WASHING_MACHINE,Small,Positive,['Functionality' 'Delivery' 'Product appearance'],"I love my Bosch W-6000 washing machine! It looks great in my kitchen, and the functionality is top-notch. The delivery was fast and everything worked out perfectly.",5
Frigidaire M-1500,MICROWAVE,Long,Positive,['Delivery'],"I recently purchased the Frigidaire M-1500 microwave, and I must say, the delivery experience was exceptional. The product arrived well-packaged and in perfect condition. The delivery team was prompt and professional, ensuring that the item reached my doorstep without any issues. I highly recommend this product to anyone looking for a reliable and efficient microwave.",5
Philips A-8000,AIR_CONDITIONER,Medium,Positive,['Product appearance'],"The Philips A-8000 air conditioner has a sleek and modern design that really stands out in my room. It looks elegant and blends well with the overall decor, making it a great addition to any space.",5
Wayfair C-1300,CHAIR,Long,Positive,['Price' 'Product appearance'],"I recently purchased the Wayfair C-1300 chair, and I must say, it has exceeded my expectations. The price was very reasonable for a chair of this quality, and it looks stunning in my living room. The design is sleek and modern, and it's been a great addition to my home. I would definitely recommend this product to anyone looking for a stylish and affordable chair.",5
Smeg W-1300,WASHING_MACHINE,Medium,Positive,['Functionality'],"I've been using the Smeg W-1300 washing machine for a few months now, and it's been a game-changer for my laundry routine. The functionality is top-notch; it handles different wash cycles efficiently and has proven to be very reliable. I love how quiet it operates, which makes doing laundry much less of a hassle.",5
Toshiba M5-750,REFRIGERATOR,Medium,Negative,['Price'],I was really disappointed with the price of this refrigerator. It's not worth the money for what it offers.,2
Kenmore W-1600,WASHING_MACHINE,Small,Positive,['Price' 'Delivery' 'Product appearance'],"I absolutely love my Kenmore W-1600 washing machine! The price was very reasonable, and it arrived quickly with free delivery. It looks sleek and modern in my laundry room.",5
Wayfair C-1300,CHAIR,Small,Positive,['Product appearance' 'Price' 'Delivery'],"I absolutely love this chair! The design is sleek and modern, which really enhances the appearance of my room. Plus, it's surprisingly affordable for such a high-quality product. The delivery was prompt, and I received it in perfect condition. It's been a great addition to my home.",5
Haier D2-600,REFRIGERATOR,Medium,Negative,['Product appearance' 'Price'],"I was disappointed with the Haier D2-600 refrigerator. While it looks sleek, I feel it's overpriced for what it offers.",2
Haier A-1100,AIR_CONDITIONER,Medium,Positive,['Price' 'Functionality' 'Product appearance'],"I recently purchased the Haier A-1100 air conditioner for my living room, and I must say it has been a game-changer. The price was very reasonable for such an efficient unit, and the functionality is top-notch—it keeps the room cool without any issues. Plus, the product appearance is sleek and modern, which fits perfectly with my home decor.",5
Toshiba M5-750,REFRIGERATOR,Small,Positive,['Price' 'Product appearance'],"I'm really happy with my new Toshiba M5-750 refrigerator. It's stylish and fits perfectly in my kitchen, plus it's surprisingly affordable for such a high-quality appliance.",5
